isbn13,bookname,authors,publisher,class_no,class_nm
9788925546872,콰이어트 =시끄러운 세상에서 조용히 세상을 움직이는 힘 /Quiet ,수전 케인 지음 ;김우열 옮김,알에이치코리아,182.12,철학 > 심리학 > 차이심리학
9788949151236,신기한 스쿨 버스:키즈,조애너 콜 글;브루스 디건 그림,비룡소,400,자연과학 > 자연과학 > 자연과학
9788932919676,죽음 :베르나르 베르베르 장편소설 ,지은이: 베르나르 베르베르 ;옮긴이: 전미연,열린책들,863,문학 > 프랑스문학 > 소설
9788950964948,애프터 유 :조조 모예스 장편소설 ,지은이: 조조 모예스 ;옮긴이: 이나경,북이십일,843.6,문학 > 영미문학 > 소설
9791130604787,부자의 그릇 :남을 위해 돈 쓰는 능력을 키우는 법 ,이즈미 마사토 지음 ;김윤수 옮김,다산북스,327.04,사회과학 > 경제학 > 금융
9788962680942,우주 호텔 ,유순희 글 ;오승민 그림,해와나무,813.7,문학 > 한국문학 > 소설
9788930209663,책도령은 왜 지옥에 갔을까?:김율희 동화,김율희 [글];이윤희 그림,예림당,813.6,문학 > 한국문학 > 소설
9788926391341,역사도둑 :선사 시대와 국가의 형성 ,글: 송도수 ;그림: 양선모,서울문화사,911,역사 > 아시아(아세아) > 한국
9788930202572,Why? 갯벌 ,글: 우연정 ;만화: 파피루스,예림당,472,자연과학 > 생물과학 > 생물학
9788947527545,스눕 :상대를 꿰뚫어보는 힘 ,샘 고슬링 지음 ;김선아 옮김,한국경제신문 한경BP,181.3,철학 > 심리학 > 각론
9788926397428,쿠키런 개그 과학 상식 =깔깔깔 배꼽 잡는 개그 과학 상식 25 /CookieRun ,글: 조주희 ;그림: 이태영,서울문화사,408,"자연과학 > 자연과학 > 전집, 총서"
9791164380879,(코믹 메이플스토리) 수학도둑 :지식·능력·경험을 융합하여 정리하는 No.1 수학학습만화,글: 송도수 ;그림: 서정 엔터테인먼트,서울문화사,410,자연과학 > 수학 > 수학
9788952782076,사서함 110호의 우편물 :이도우 장편소설 ,지은이: 이도우,시공사,813.7,문학 > 한국문학 > 소설
9788949130538,신기한 스쿨 버스 ,조애너 콜 글;브루스 디건 그림,비룡소,400,자연과학 > 자연과학 > 자연과학
9791186900222,새는 날아가면서 뒤돌아보지 않는다 ,지은이: 류시화,더숲,814.62,문학 > 한국문학 > 수필
9788934927259,(만화) 노자 도덕경 ,최훈동 글 ;이남고 그림,김영사,152,"철학 > 동양 철학, 사상 > 중국철학, 사상"
9788973374014,한강 :趙廷來 大河小說 ,저자: 조정래,해냄,813.62,문학 > 한국문학 > 소설
9788930232531,Why? 예술가들 ,글: 이근 ;그림: 극동만화연구소,예림당,911,역사 > 아시아(아세아) > 한국
9788901088761,(시골의사의) 주식투자란 무엇인가 ,박경철 지음,웅진씽크빅,327.856,사회과학 > 경제학 > 금융
9788994545714,(진짜 진짜 재밌는) 공룡 그림책 ,베로니카 로스 지음 ;임종덕 번역·감수,부즈펌,457,자연과학 > 지학 > 고생물학(화석학)
9788995281543,포기하지 않으면 불가능은 없다:고시3관왕의 반평생 수기,고승덕,개미들출판사,360.4,사회과학 > 법학 > 법학
9788981441968,화차:미야베 미유키 장편소설,미야베 미유키 [지음];박영난 옮김,시아출판사,833.6,문학 > 일본문학 > 소설
9788926391471,(코믹) 메이플스토리 =plus.Maple story ,글: 송도수 ;그림: 서정은,서울문화사,813.6,문학 > 한국문학 > 소설
9788954604963,책도둑 :마커스 주삭 장편소설,마커스 주삭 [지음] ;정영목 옮김,문학동네,843,문학 > 영미문학 > 소설
9788949161839,두근두근 걱정 대장 ,우미옥 글 ;노인경 그림,비룡소,813.7,문학 > 한국문학 > 소설
9788926365526,쿠키런 서바이벌 대작전,글: 김강현 ;그림: 김기수,서울문화사,372.42,"사회과학 > 교육학 > 학교행정 및 경영, 보건"
9788937884436,폴란드에서 보물찾기 ,글: 달콤팩토리 ;그림: 강경효,미래엔,925.6,역사 > 유럽(구라파) > 독일
9788972590729,깊은 밤 부엌에서,모리슨 샌닥 글.그림;강무홍 옮김,시공사,843,문학 > 영미문학 > 소설
9788982817144,검은 꽃:김영하 장편 소설,김영하 지음,문학동네,813.6,문학 > 한국문학 > 소설
9788956061559,"쏘피가 화나면- 정말, 정말 화나면..","몰리 뱅 (지은이), 이은화 (옮긴이)",케이유니버스,, >  >
9788930202411,Why? 핵과 에너지 - 3판,이광웅,예림당,408,"자연과학 > 자연과학 > 전집, 총서"
9788931003581,멋진 신세계,올더스 헉슬리 지음;이덕형 옮김,문예출판사,843,문학 > 영미문학 > 소설
9791164138197,흔한남매,원작: 흔한남매 ;그림: 유난희,미래엔,810,문학 > 한국문학 > 한국문학
9788959761593,바다탐험대 옥토넛 :깊고 넓은 신비한 바다 여행 ,메오미 지음 ;홍연미 옮김,문학수첩 리틀북,843,문학 > 영미문학 > 소설
9788930231534,Why? 논어 ,글구성: 조영선 ;그림: 이영호,예림당,082,"총류 > 일반 전집, 총서 > 2인 이상의 일반 전집, 총서"
9788949190815,마법의 시간여행,메리 폽 어즈번 지음 ;노은정 옮김,비룡소,843,문학 > 영미문학 > 소설
9788950908782,행복한 이기주의자,웨인 다이어 지음;오현정 옮김,북이십일21세기북스,199.1,"철학 > 윤리학, 도덕철학 > 도덕훈, 교훈"
9791191824001,지구 끝의 온실 :김초엽 장편소설 ,지은이: 김초엽,Giant Books(자이언트북스),813.7,문학 > 한국문학 > 소설
9788986621945,오소리네 집 꽃밭 ,글: 권정생 ;그림: 정승각,길벗어린이,813.6,문학 > 한국문학 > 소설
9788994749112,어린이 꿈발전소,"김승렬 (글), 배광선 (그림)",국일아이,321,사회과학 > 경제학 > 경제각론
9788964961919,수박씨를 삼켰어! ,그렉 피졸리 글·그림 ;김경연 옮김,토토북,843,문학 > 영미문학 > 소설
9788953305458,수학 잘하는 초등학생들의 77가지 비법,김수경 글;김미정 [공]그림,계림닷컴,410,자연과학 > 수학 > 수학
9788965461142,(KBS 위기탈출) 넘버원,구성: 에듀코믹 ;원 프로덕션,밝은미래,539,"기술과학 > 공학, 공업일반 > 위생, 도시, 환경공학"
9788953297616,코믹 메이플 스토리 오프라인 RPG 14,송도수,서울문화사,, >  >
9788936434311,경애의 마음 :김금희 장편소설 ,지은이: 김금희,창비,813.7,문학 > 한국문학 > 소설
9788992133050,묵향 :전동조 장편 판타지 소설,지은이: 전동조,스카이미디어,813.6,문학 > 한국문학 > 소설
9788959776597,내 짝꿍 김은실 ,이규희 글 ;박영미 그림,좋은책신사고 좋은책어린이,813.6,문학 > 한국문학 > 소설
9788925510545,(판타지) 수학대전,글·그림: 그림나무,랜덤하우스코리아,410,자연과학 > 수학 > 수학
9788926387078,(쿠키런) 한자런 :달리는 쿠키들의 한자 대모험,글: 조주희 ;그림: 이태영,서울문화사,711.4,"언어 > 한국어 > 음운, 음성, 문자"
9788963702483,Who? 스티브 잡스 =Steve Jobs ,글: 김원식 ;그림: 스튜디오 청비,다산북스,990,역사 > 전기 > 전기
9788953588202,구름빵 과일 좋아! 채소 좋아! ,"글·그림: GIMC,김향수",한솔교육,813.7,문학 > 한국문학 > 소설
9788984311510,나마스테:박범신 장편소설,박범신 지음,한겨레신문사,813.6,문학 > 한국문학 > 소설
9788956979113,(만화) 스펀지:빛나라 지식의 별,원작: KBS 스펀지 제작팀;만화: 비타컴,홍진P&M,031,총류 > 백과사전 > 한국어
9781406301564,Hooray for fish! ,by Lucy Cousins,Walker,843,문학 > 영미문학 > 소설
9788949111469,고함쟁이 엄마,유타 바우어 글·그림;이현정 옮김,비룡소,853,문학 > 독일문학 > 소설
9788925513218,사서함 110호의 우편물:이도우 장편소설,이도우,랜덤하우스코리아,813.6,문학 > 한국문학 > 소설
9788926391754,역사도둑,글: 송도수 ;그림: 양선모,서울문화사,911,역사 > 아시아(아세아) > 한국
9791187504702,(무엇이든 해결단) 허팝 연구소,라곰씨 글 ;차차 그림,부즈펌,400,자연과학 > 자연과학 > 자연과학
9788994110264,수학세계에서 살아남기,"글: 류기운,그림: 문정후",루덴스미디어,410,자연과학 > 수학 > 수학
9788976772442,반기문 총장님처럼 되고 싶어요!,신웅진 원작;가랑비 그림,명진출판,818,문학 > 한국문학 > 르포르타주 및 기타
9788971967935,나답게와 나고은,김향이 지음;김종도 그림,사계절출판사,813.6,문학 > 한국문학 > 소설
9788956052854,지식ⓔ,EBS 지식채널ⓔ제작팀 지음,북하우스,001,"총류 > 총류 > 지식, 학문 일반"
9788970840659,서양미술사 ,E.H. 곰브리치 지음 ;이종숭 옮김,예경,609.2,예술 > 예술 > 미술사
9788990267528,"민우야, 넌 할 수 있어!",고정욱 글;허주연 그림,아이앤북,813.6,문학 > 한국문학 > 소설
9788957362723,(만화로 보는)중국 신화,"최창륵,김택규 역",가나출판사,219,"종교 > 비교종교학 > 신화, 신화학"
9788970754024,26년,강풀 글·그림,문학세계사,813.6,문학 > 한국문학 > 소설
9788950935665,남자의 물건 :김정운이 제안하는 존재확인의 문화심리학 ,김정운 지음,북이십일 21세기북스,182.2,철학 > 심리학 > 차이심리학
9788979380132,루이 브라이 :눈 먼 사람들을 위한 글자를 만든 한 소년 이야기 ,마가렛 데이비슨 지음 ;이양숙 옮김,다산기획,998.7,역사 > 전기 > 주제별전기
9788936470838,십시일反:10인의 만화가가 꿈꾸는 차별 없는 세상,박재동...[등]지음,창작과비평사,342.1,사회과학 > 정치학 > 국가와 개인 및 집단
9788973374823,(이외수 장편소설)괴물,이외수 지음,해냄,813.6,문학 > 한국문학 > 소설
9788990429476,아내를 모자로 착각한 남자,올리버 색스 지음;조석현 옮김,이마고,513.8,기술과학 > 의학 > 내과학
9788970575162,(동화로 읽는)가시고기,조창인 원작;박철민 그림,파랑새어린이,813.6,문학 > 한국문학 > 소설
9788970577012,(네 손가락의 피아니스트)희아의 일기,이희아 지음;김담 그림,파랑새어린이,816.6,"문학 > 한국문학 > 일기, 서간, 기행"
9788991207554,(分身·東野圭吾)레몬=Lemon,히가시노 게이고 지음;권일영 옮김,노블하우스,833.6,문학 > 일본문학 > 소설
9788957090268,여행의 기술,알랭 드 보통 씀;정영목 옮김,이레,980.2,역사 > 지리 > 지리
9788934924685,(가로세로) 세계사,이원복 글·그림,김영사,909,"역사 > 역사 > 세계사, 세계문화사"
9788949112312,마녀 위니의 공룡 소동 ,밸러리 토머스 글 ;노은정 옮김,비룡소,843,문학 > 영미문학 > 소설
9788950971434,그리스 로마 신화,글: 박시연 ;그림: 최우빈,북이십일,219,"종교 > 비교종교학 > 신화, 신화학"
9788990103130,(만화로 보는)그리스 로마 신화,토머스 불핀치 지음;홍은영 그림,가나출판사,219,"종교 > 비교종교학 > 신화, 신화학"
9788926379936,쿠키런 어드벤처 :쿠키들의 신나는 세계여행,글: 송도수 ;그림: 서정은,서울문화사,980.2,역사 > 지리 > 지리
9788959139163,(허영만의) 커피 한잔 할까요? ,허영만 글·그림 ;이호준 글,위즈덤하우스,573.93,기술과학 > 화학공학 > 음료기술
9788982813078,꼴지로 태어난 토마토,양혜원 글;박현자 그림,문학동네,813.6,문학 > 한국문학 > 소설
9788989654667,소리괴물 ,이범재 기획·그림 ;위정현 글,계수나무,813.7,문학 > 한국문학 > 소설
9788984285989,"할머니, 어디가요? 앵두 따러 간다! :옥이네 여름 이야기 ",조혜란 그리고 씀,보리,813.6,문학 > 한국문학 > 소설
9788930202350,Why? 지구 ,글: 이광웅 ;만화: 이혜조,예림당,408,"자연과학 > 자연과학 > 전집, 총서"
9788937899188,내일은 수학왕 :본격 스토리텔링 수학 만화,글: 곰돌이 co. ;그림: 박강호,미래엔,410,자연과학 > 수학 > 수학
9788970653976,"내가 사랑한 유럽 Top10 :꿈만 꾸어도 좋다, 당장 떠나도 좋다 ",글: 정여울 ;기획·사진제공: 대한항공,홍익출판사,982.02,역사 > 지리 > 유럽지리
9788901047546,(한권으로 읽는)조선왕조실록,박영규 지음,웅진닷컴,911.05,역사 > 아시아(아세아) > 한국
9788934993315,또 잘못 뽑은 반장 ,이은재 글 ;신민재 그림,김영사,813.7,문학 > 한국문학 > 소설
9788949150420,신기한 스쿨 버스:키즈,조애너 콜 글;브루스 디건 그림,비룡소,400,자연과학 > 자연과학 > 자연과학
9788990025098,우리는 벌거숭이 화가,문승연 글;이수지 그림,돌베개어린이,813.6,문학 > 한국문학 > 소설
9788901243658,기분이 태도가 되지 않게 :기분 따라 행동하다 손해 보는 당신을 위한 심리 수업 ,레몬심리 지음 ;박영란 옮김,웅진씽크빅,181.71,철학 > 심리학 > 각론
9788949123493,순례 주택 :유은실 소설 ,지은이: 유은실,비룡소,813.7,문학 > 한국문학 > 소설
9788990103185,(만화로 보는)그리스 로마 신화,토머스 불핀치 지음;홍은영 그림,가나출판사,219,"종교 > 비교종교학 > 신화, 신화학"
9788949151243,신기한 스쿨 버스:키즈,조애너 콜 글;브루스 디건 그림,비룡소,400,자연과학 > 자연과학 > 자연과학
9788954635738,생각하는 인문학 :5000년 역사를 만든 동서양 천재들의 사색공부법 ,지은이: 이지성,문학동네,001.3,"총류 > 총류 > 지식, 학문 일반"
9788990220127,부모와 아이 사이,하임 G. 기너트 외지음;신홍민 옮김,양철북,370.18,사회과학 > 교육학 > 교육학
9788965746843,천년의 질문 :조정래 장편소설 ,저자: 조정래,해냄,813.62,문학 > 한국문학 > 소설
9788964355251,용선생의 시끌벅적 한국사,그림: 이우일,사회평론,911,역사 > 아시아(아세아) > 한국
9788954617482,원더보이 =김연수 장편소설 /Wonder boy ,지은이: 김연수,문학동네,813.7,문학 > 한국문학 > 소설
9788972321033,묵향,전동조 지음,명상,813.6,문학 > 한국문학 > 소설
9788949185101,마법의 시간여행,메리 폽 어즈번 지음 ;노은정 옮김,비룡소,843,문학 > 영미문학 > 소설
9788930202756,Why? 새 - 2판,남춘자,예림당,408,"자연과학 > 자연과학 > 전집, 총서"
9788983925312,해리포터 :마법사의 돌,J.K. 롤링 지음 ;김혜원 옮김,문학수첩,843.6,문학 > 영미문학 > 소설
9788954616515,희랍어 시간 :한강 장편소설 ,지은이: 한강,문학동네,813.62,문학 > 한국문학 > 소설
9791170180616,(퀴즈!) 과학상식 :최강 개그 과학 ,권찬호 지음 ;차현진 그림,글송이,400,자연과학 > 자연과학 > 자연과학
9788973817986,울준비는 되어 있다,에쿠니 가오리 지음;김난주 옮김,소담출판사,833.6,문학 > 일본문학 > 소설
9788934912125,지구별 여행자,류시화 지음,김영사,816.6,"문학 > 한국문학 > 일기, 서간, 기행"
9788964804773,똥떡 ,이춘희 글 ;박지훈 그림,이퍼블릭,813.7,문학 > 한국문학 > 소설
9788982735745,눈물을 마시는 새,이영도 지음,황금가지,813.6,문학 > 한국문학 > 소설
9788901158655,가르치고 싶은 엄마 놀고 싶은 아이 ,오은영 지음,웅진씽크빅,598.1,기술과학 > 가정학 및 가정생활 > 육아
9788958284642,짜장면 더 주세요! ,글·그림: 이혜란,사계절출판사,321,사회과학 > 경제학 > 경제각론
9788959135592,일단 오늘은 나한테 잘합시다 :어쩐지 의기양양 도대체 씨의 띄엄띄엄 인생 기술 ,도대체 글·그림,위즈덤하우스 미디어그룹,818,문학 > 한국문학 > 르포르타주 및 기타
9788973378081,(趙廷來 大河小說) 아리랑,趙廷來,해냄출판사,813.6,문학 > 한국문학 > 소설
9788943305246,신기한 시간표,오카다 준 글;윤정주 그림,보림출판사,833.6,문학 > 일본문학 > 소설
9788937884917,통일 신라 시대 보물찾기 ,글: 곰돌이 co. ;그림: 강경효,미래엔,911.03,역사 > 아시아(아세아) > 한국
9788930210614,페퍼민트의 작은 마법 ,글 그림: 안비루 야스코 ;옮김: 김규태,예림당,833.6,문학 > 일본문학 > 소설
9788930232555,Why? 암행어사 ,글: 이근 ;그림: 극동만화연구소,예림당,911,역사 > 아시아(아세아) > 한국
9788959130580,한 스푼의 시간 :구병모 장편소설 ,지은이: 구병모,위즈덤하우스,813.7,문학 > 한국문학 > 소설
9788911023868,처음 받은 상장,이상교 글;허구 그림,국민서관,813.6,문학 > 한국문학 > 소설
9788986621327,소나기,황순원 글;강요배 그림,길벗어린이,813.6,문학 > 한국문학 > 소설
9788930231558,Why? 세계 유산 ,글: 조영선 ;그림: 이영호,예림당,001,"총류 > 총류 > 지식, 학문 일반"
9788957070048,(청소년)토지:박경리 대하소설,박경리 지음;토지문학연구회 엮음,이룸,813.6,문학 > 한국문학 > 소설
9788989863410,할머니 집 가는 길,마거릿 와이즈 브라운 글;이향순 옮김,북뱅크,843,문학 > 영미문학 > 소설
9788949161259,"마녀 위니, 학교에 가다! ",로라 오웬 글 ;노은정 옮김,비룡소,843,문학 > 영미문학 > 소설
9788964963999,보이거나 안 보이거나 ,요시타케 신스케 글·그림 ;고향옥 옮김,토토북,833.6,문학 > 일본문학 > 소설
9788928307852,금지어 시합 ,임근희 글 ;정세라 그림,좋은책신사고 좋은책어린이,813.7,문학 > 한국문학 > 소설
9788937813566,테스팅 :판타지 입시 서바이벌,조엘 샤보노 지음 ;심연희 옮김,미래엔,843.6,문학 > 영미문학 > 소설
9788937834790,정의란 무엇인가 ,지은이: 마이클 샌델 ;옮긴이: 김명철,미래엔,193,"철학 > 윤리학, 도덕철학 > 국가 및 정치윤리"
9788959776573,뻐꾸기 시계의 비밀 ,고수산나 글 ;송효정 그림,좋은책신사고,813.6,문학 > 한국문학 > 소설
9791185751917,산딸기 크림봉봉 ,에밀리 젠킨스 글 ;길상효 옮김,씨드북,843,문학 > 영미문학 > 소설
9780679826422,Junie B. Jones and the stupid smelly bus ,by Barbara Park ;illustrated by Denise Brunkus,Random House,843,문학 > 영미문학 > 소설
9788984880153,나야? 고양이야?,사토시 기타무라 지음;조소정 옮김,베틀북,843,문학 > 영미문학 > 소설
9788990103109,(만화로 보는)그리스 로마 신화,토머스 불핀치 지음;홍은영 그림,가나출판사,219,"종교 > 비교종교학 > 신화, 신화학"
9788953588271,구름빵 동생이랑 안 놀아 ,"글·그림: GIMC,김향수",한솔교육,813.7,문학 > 한국문학 > 소설
9788937884979,발해 시대 보물찾기 ,글: 곰돌이 co. ;그림: 강경효,미래엔,911.03,역사 > 아시아(아세아) > 한국
9788947527385,행복의 조건 :하버드대학교·인생성장보고서 ,조지 베일런트 지음 ;이덕남 옮김,프런티어,331.23,"사회과학 > 사회학, 사회문제 > 사회학"
9788930202398,Why? 생명과학 - 3판,허순봉,예림당,408,"자연과학 > 자연과학 > 전집, 총서"
9788957591574,디셉션 포인트,댄 브라운 지음;이창식 옮김,대교베텔스만,843,문학 > 영미문학 > 소설
9788973374021,한강 :趙廷來 大河小說 ,저자: 조정래,해냄,813.62,문학 > 한국문학 > 소설
9788949161273,마녀 위니와 이빨 요정 ,로라 오웬 글 ;노은정 옮김,비룡소,843,문학 > 영미문학 > 소설
9788958289845,엄마 아빠 결혼 이야기,윤지회 (지은이),사계절,813.8,문학 > 한국문학 > 소설
9788964802434,(제로니모의) 환상 모험 plus,글: 제로니모 스틸턴,이퍼블릭,883,문학 > 이탈리아문학 > 소설
9788956601946,면장 선거:오쿠다 히데오 장편소설,오쿠다 히데오 [지음];이영미 옮김,은행나무,833.6,문학 > 일본문학 > 소설
9788926391525,(코믹 메이플스토리) 한자도둑 :한자가 쉽고 즐거워지는 효과 만점 학습만화,글: 유경원 ;그림: 이태영,서울문화사,711.4,"언어 > 한국어 > 음운, 음성, 문자"
9788934916314,공부9단 오기10단,박원희 지음,김영사,373.4,"사회과학 > 교육학 > 학습지도, 교육방법"
9788926379516,쿠키런 어드벤처 :쿠키들의 신나는 세계여행,글: 송도수 ;그림: 서정은,서울문화사,980.2,역사 > 지리 > 지리
9788991360051,위트 상식사전:비범하고 기발하고 유쾌한 반전,롤프 브레드니히 지음;이관용 그림,보누스,858,문학 > 독일문학 > 르포르타주 및 기타
9788989675662,걸=Girl,오쿠다 히데오 지음;임희선 옮김,북스토리,833.6,문학 > 일본문학 > 소설
9788958660941,낯익은 타인들의 도시 :최인호 장편소설 ,지은이: 최인호,여백미디어,813.62,문학 > 한국문학 > 소설
9788963709871,(적게 벌어도 잘사는) 여자의 습관 :현실적인 여자가 더 잘사는 이유! 돈이 모이는 생활 속 재테크의 비밀 ,정은길 지음,다산북스,327.04,사회과학 > 경제학 > 금융
9788974430702,나무를 심은 사람,장 지오노 지음;김경온 옮김,두레,863,문학 > 프랑스문학 > 소설
9788926393505,역사도둑,글: 송도수 ;그림: 양선모,서울문화사,911,역사 > 아시아(아세아) > 한국
9788994749150,어린이 꿈발전소,"배경희 (지은이), 문인호 (그림)",국일아이,321,사회과학 > 경제학 > 경제각론
9788937849367,꼴찌라도 괜찮아! ,유계영 글 ;김중석 그림,미래엔컬처그룹,813.7,문학 > 한국문학 > 소설
9788930206655,Why? 물고기 ,글: 김남길 ;만화: 송회석,예림당,497,"자연과학 > 동물학 > 어류, 양서류, 파충류"
9788950983109,(정재승의) 인간 탐구 보고서,"글: 정재은,그림: 김현민",북이십일,511,기술과학 > 의학 > 기초의학
9788964355275,용선생의 시끌벅적 한국사,그림: 이우일,사회평론,911,역사 > 아시아(아세아) > 한국
9788930232524,Why? 우정과 경쟁 ,글: 우덕환 ;그림: 문성기,예림당,911,역사 > 아시아(아세아) > 한국
9788937841187,파워 바이블,만화: 김신중 ;구성: 염숙자,대한교과서,233,종교 > 기독교 > 성서
9788937899096,내일은 수학왕 :본격 스토리텔링 수학 만화,글: 곰돌이 co. ;그림: 박강호,미래엔,410,자연과학 > 수학 > 수학
9791164135738,에그박사 :Egg&bugs,원작: 에그박사 ;그림: 홍종현,미래엔,472,자연과학 > 생물과학 > 생물학
9791170182610,(퀴즈!) 과학상식 :황당 도형 수학 ,도기성 지음,글송이,410,자연과학 > 수학 > 수학
9788953315464,그림으로 보는 한국사 :교과서 속 역사 이야기,황은희,계림북스,911,역사 > 아시아(아세아) > 한국
9788973818709,사랑 후에 오는 것들,지은이: 츠지 히토나리;옮김이: 김훈아,소담출판사,833.6,문학 > 일본문학 > 소설
9791130605814,미쳐야 공부다 :18시간 공부 몰입의 법칙 ,강성태 지음,다산북스,373.4,"사회과학 > 교육학 > 학습지도, 교육방법"
9788970418421,마지막 거인,프랑수아 플라스 글·그림;윤정임 옮김,디자인하우스,863,문학 > 프랑스문학 > 소설
9791187498384,고요할수록 밝아지는 것들 :혜민 스님과 함께 지혜와 평온으로 가는 길 ,혜민 지음,수오서재,818,문학 > 한국문학 > 르포르타주 및 기타
9788992010016,(중학생이 되기 전에 꼭 읽어야 할) 만화 과학 교과서,글·그림: 고윤곤,위즈덤하우스,400,자연과학 > 자연과학 > 자연과학
9788926391532,과학도둑,글: 송도수 ;그림: 양선모,서울문화사,400,자연과학 > 자연과학 > 자연과학
9788952764270,"무지개 물고기야, 엄마가 지켜 줄게 ",마르쿠스 피스터 그림·글 ;김영진 옮김,시공사,853,문학 > 독일문학 > 소설
9788943103477,라울의 첫 번째 물고기 ,헤르만 슐츠 글 ;이정수 옮김,동화출판사,808.3,"문학 > 문학 > 전집, 총서"
9788958284420,달을 마셨어요 ,김옥 동화 ;서현 그림,사계절출판사,813.7,문학 > 한국문학 > 소설
9788934913887,(21세기)먼나라 이웃나라,이원복 글·그림,김영사,909,"역사 > 역사 > 세계사, 세계문화사"
9788989646044,괜찮아 ,글: 고정욱 ;그림: 최호철,낮은산,813.7,문학 > 한국문학 > 소설
9788965481652,구스범스,R. L. 스타인 지음 ;신인수 옮김,고릴라박스,843,문학 > 영미문학 > 소설
9788985509992,모리와 함께한 화요일 ,미치 앨봄 지음 ;공경희 옮김,세종서적,844,문학 > 영미문학 > 수필
9788949185071,마법의 시간여행,메리 폽 어즈번 지음 ;노은정 옮김,비룡소,843,문학 > 영미문학 > 소설
9788973374038,한강 :趙廷來 大河小說 ,저자: 조정래,해냄,813.62,문학 > 한국문학 > 소설
9788954638401,읽다 :김영하와 함께하는 여섯 날의 문학 탐사 ,지은이: 김영하,문학동네,814.62,문학 > 한국문학 > 수필
9788949110059,우리 할아버지,존 버닝햄 글 그림;박상희 옮김,비룡소,843.8,문학 > 영미문학 > 소설
9788966350131,어디가 이상해? ,글·그림: 이와이 도시오 ;옮김: 김숙,북뱅크,375.1,사회과학 > 교육학 > 유아 및 초등교육
9788970941943,구룬파 유치원,니시우치 미나미 글 ;이영준 옮김,한림출판사,833.6,문학 > 일본문학 > 소설
9788959136612,오늘 내가 살아갈 이유 ,위지안 지음 ;이현아 옮김,위즈덤하우스,828,문학 > 중국문학 > 르포르타주 및 기타
9788926391495,(코믹) 메이플스토리 =오프라인 RPG.Maple story ,글: 송도수 ;서정은,서울문화사,813.6,문학 > 한국문학 > 소설
9788958200611,(세상에서 가장 재미있는) 세계사,래리 고닉 글·그림 ;이희재 옮김,궁리출판,909,"역사 > 역사 > 세계사, 세계문화사"
9788989749929,(고우영)십팔사략,고우영 지음,애니북스,912,역사 > 아시아(아세아) > 중국
9788936472658,송곳 ,최규석 만화,창비,810,문학 > 한국문학 > 한국문학
9791190182522,(백종원의) 도전 요리왕 :음식으로 맛보는 세계 역사 문화 체험 ,"글: 백종원,그림: 이정태",위즈덤하우스 미디어그룹,594,기술과학 > 가정학 및 가정생활 > 식품과 식료
9788950967291,혼자 잘해주고 상처받지 마라 :서운하고 속상한 마음을 들키지 않으려고 애쓰는 당신을 위한 감정의 심리학 ,유은정 지음,북이십일,182.233,철학 > 심리학 > 차이심리학
9791164136223,(흔한남매) 안 흔한 일기,흔한남매 원작 ;조병주 그림,미래엔,816.7,"문학 > 한국문학 > 일기, 서간, 기행"
9788930200851,Why? 이슬람 세계의 형성과 발전 ,글: 김영훈 ;그림: 송회석,예림당,909,"역사 > 역사 > 세계사, 세계문화사"
9788949150390,신기한 스쿨 버스:키즈,조애너 콜 글;브루스 디건 그림,비룡소,400,자연과학 > 자연과학 > 자연과학
9788954604178,퀴즈쇼:김영하 장편소설,김영하,문학동네,813.6,문학 > 한국문학 > 소설
9788934967019,세상에서 가장 큰 케이크 ,안영은 글 ;김성희 그림,김영사,813.7,문학 > 한국문학 > 소설
9788937450549,(이문열 평역)三國志,나관중 지음;이문열 옮김,민음사,823.5,문학 > 중국문학 > 소설
9788964353790,그램그램 영단어 원정대,"지은이: 장영준,권하선",사회평론,744,언어 > 영어 > 어휘
9788930232050,Why? 상도와 경제 ,글: 이근 ;그림: 극동만화연구소,예림당,911,역사 > 아시아(아세아) > 한국
9788996185543,지금당장 경제공부 시작하라 ,최진기 지음,한빛비즈,320,사회과학 > 경제학 > 경제학
9788949100494,색깔을 훔치는 마녀,이문영 글;이현정 그림,비룡소,813.6,문학 > 한국문학 > 소설
9788988165164,과학 콘서트=Science concert,정재승 지음,동아시아,404,"자연과학 > 자연과학 > 강연집, 수필집, 연설문집"
9788971969540,가방들어주는아이,고정욱,사계절,, >  >
9788935206902,(앨빈 토플러 청소년) 부의 미래,"앨빈 토플러,유남영 그림",청림출판,331,"사회과학 > 사회학, 사회문제 > 사회학"
9788930201483,Why? 목민심서 ,원전엮음: 옥혜정 ;글구성·그림: 정석호,예림당,082,"총류 > 일반 전집, 총서 > 2인 이상의 일반 전집, 총서"
9788993242317,너는 기적이야 ,최숙희 글·그림,책읽는곰,813.7,문학 > 한국문학 > 소설
9788955820829,들꽃 아이 ,글: 임길택 ;그림: 김동성,길벗어린이,813.6,문학 > 한국문학 > 소설
9788963710648,보보경심 :동화 장편소설,지은이: 동화 ;옮긴이: 전정은,파란미디어,823.7,문학 > 중국문학 > 소설
9791196222628,회색 인간 ,지은이: 김동식,요다,813.7,문학 > 한국문학 > 소설
9791186073605,축구 잘하는 50가지 비밀 :진짜 진짜 축구 잘하고 싶은 어린이만 보는 책! ,"지은이: 길 하비,번역: 이성빈",부즈펌,695,"예술 > 오락, 운동 > 구기"
