isbn13,bookname,authors,publisher,class_no,class_nm
9788946417489,살아온 기적 살아갈 기적 :장영희 에세이 ,장영희,샘터사,814.6,문학 > 한국문학 > 수필
9788901017600,그 많던 싱아는 누가 다 먹었을까 ,지은이: 박완서,웅진닷컴,813.62,문학 > 한국문학 > 소설
9788926387245,코믹 메이플 스토리 수학도둑 49 - 국내 최초 수학논술만화,"송도수 (글), 서정 엔터테인먼트 (그림), 여운방 (감수)",서울문화사,410,자연과학 > 수학 > 수학
9788957078150,공허한 십자가 :히가시노 게이고 장편소설 ,지은이: 히가시노 게이고 ;옮긴이: 이선희,자음과모음,833.6,문학 > 일본문학 > 소설
9788984140509,터널,앤서니 브라운 글·그림;장미란 옮김,논장,843,문학 > 영미문학 > 소설
9788935703463,왓칭 =신이 부리는 요술 /Watching ,김상운 지음,정신세계사,181.37,철학 > 심리학 > 각론
9788974563301,아내가 결혼했다:박현욱 장편소설,박현욱,문이당,813.6,문학 > 한국문학 > 소설
9788970947273,바삭바삭 갈매기 ,전민걸 글·그림,한림출판사,813.7,문학 > 한국문학 > 소설
9788953293991,(코믹 메이플스토리) 수학도둑 :사고력과 이해력을 향상시켜 주는 국내 최초 수학논술만화,글: 송도수 ;서정 엔터테인먼트,서울문화사,410,자연과학 > 수학 > 수학
9788925550633,오싹오싹 당근 ,애런 레이놀즈 글 ;홍연미 옮김,알에이치코리아,843,문학 > 영미문학 > 소설
9788993285284,개를 훔치는 완벽한 방법 ,바바라 오코너 지음 ;신선해 옮김,다산북스,843,문학 > 영미문학 > 소설
9791162540640,아주 작은 습관의 힘 :최고의 변화는 어떻게 만들어지는가 ,제임스 클리어 지음 ;이한이 옮김,비즈니스북스,181.845,철학 > 심리학 > 각론
9788960866201,미생 :아직 살아 있지 못한 자,지은이: 윤태호,위즈덤하우스 미디어그룹,810,문학 > 한국문학 > 한국문학
9788994368269,아주 무서운 날 ,탕무니우 글·그림 ;홍연숙 옮김,찰리북,823.7,문학 > 중국문학 > 소설
9788930232449,Why? 영웅이야기 ,글: 이근 ;그림: 극동만화연구소,예림당,911,역사 > 아시아(아세아) > 한국
9788953294035,(코믹 메이플스토리) 수학도둑 :사고력과 이해력을 향상시켜 주는 국내 최초 수학논술만화,글: 송도수 ;서정 엔터테인먼트,서울문화사,410,자연과학 > 수학 > 수학
9788954672214,"시선으로부터, :정세랑 장편소설 ",지은이: 정세랑,문학동네,813.7,문학 > 한국문학 > 소설
9788956029030,그램그램 영문법 원정대,"지은이: 장영준,김덕영",사회평론,745,언어 > 영어 > 문법
9788911021406,훨훨 간다,권정생 글;김용철 그림,국민서관,813.6,문학 > 한국문학 > 소설
9788937848025,인체에서 살아남기,글: 곰돌이 co. ;그림: 한현동,미래엔 컬처그룹,400,자연과학 > 자연과학 > 자연과학
9788971965559,화요일의 두꺼비,러셀 에릭슨,사계절,843,문학 > 영미문학 > 소설
9788957365212,어린이 과학 형사대 CSI,글: 고희정 ;그림: 서용남,가나출판사,400,자연과학 > 자연과학 > 자연과학
9788952701930,프레드릭,레오 리오니 글.그림;최순희 옮김,시공주니어,843,문학 > 영미문학 > 소설
9788952782380,65층 나무 집,앤디 그리피스,시공주니어,843,문학 > 영미문학 > 소설
9788968331862,방구석 미술관 :가볍고 편하게 시작하는 유쾌한 교양 미술 ,조원재 지음,백도씨,650.4,"예술 > 회화, 도화 > 회화, 도화"
9788983923387,로스트 심벌,댄 브라운 지음 ;안종설 옮김,문학수첩,843,문학 > 영미문학 > 소설
9788926385364,"(코믹 메이플스토리) 수학도둑 :창의사고력 강화, 수리논술력을 키워 주는 스토리텔링 수학의 선구자!",글: 송도수 ;그림: 서정 엔터테인먼트,서울문화사,410,자연과학 > 수학 > 수학
9788954646123,기사단장 죽이기 :무라카미 하루키 장편소설 ,지은이: 무라카미 하루키 ;옮긴이: 홍은주,문학동네,833.6,문학 > 일본문학 > 소설
9788980712656,가족의 가족을 뭐라고 부르지? :바르게 부르는 가족 호칭책 ,채인선 글 ;배현주 그림,미세기,332,"사회과학 > 사회학, 사회문제 > 사회조직 및 제도"
9788991221444,한국사 편지 :12살부터 읽는 책과 함께 역사편지 ,글: 박은봉 ;박지훈,책과함께,911,역사 > 아시아(아세아) > 한국
9788992693530,(KBS 위기탈출) 넘버원,구성: 에듀코믹 ;원 프로덕션,밝은미래,539,"기술과학 > 공학, 공업일반 > 위생, 도시, 환경공학"
9788990611338,하늘에서 음식이 내린다면,쥬디 바레트 글;홍연미 옮김,토토북,843,문학 > 영미문학 > 소설
9788950990015,열두 살에 부자가 된 키라,보도 섀퍼 지음;신지원 그림,북21을파소,325,사회과학 > 경제학 > 경영관리
9788984970243,백야행 :히가시노 게이고 장편소설,지은이: 히가시노 게이고 ;옮긴이: 정태원,태동출판사,833.6,문학 > 일본문학 > 소설
9788973818587,타라덩컨,소피 오두인 마미코니안 지음;이원희 옮김,소담출판사,863,문학 > 프랑스문학 > 소설
9788937848124,남아공에서 보물찾기 ,글: 곰돌이 co. ;그림: 강경효,미래엔 컬처그룹,938.4,역사 > 아프리카 > 남아프리카
9788970943824,도깨비를 다시 빨아버린 우리엄마,사토 와키코 글·그림;엄기원 옮김,한림출판사,833.6,문학 > 일본문학 > 소설
9788949150611,마법의 시간여행,메리 폽 어즈번 지음 ;노은정 옮김,비룡소,843,문학 > 영미문학 > 소설
9788974562700,미실:김별아 장편소설,김별아 지음,문이당,813.6,문학 > 한국문학 > 소설
9791164135592,흔한남매,원작: 흔한남매 ;그림: 유난희,미래엔,810,문학 > 한국문학 > 한국문학
9788996588733,"(정재승의) 과학콘서트 :복잡한 세상, 명쾌한 과학 ",정재승 지음,어크로스,404,"자연과학 > 자연과학 > 강연집, 수필집, 연설문집"
9788926387344,코믹 메이플 스토리 수학도둑 50 - 국내 최초 수학논술만화,"송도수 (글), 서정 엔터테인먼트 (그림), 여운방 (감수)",서울문화사,410,자연과학 > 수학 > 수학
9788950974329,Go go 카카오 프렌즈 :세계 역사 문화 체험 학습만화,글: 김미영 ;그림: 김정한,북이십일,980.2,역사 > 지리 > 지리
9788936452056,식탁 위의 세계사 ,이영숙 지음,창비,909,"역사 > 역사 > 세계사, 세계문화사"
9788972754671,못 가본 길이 더 아름답다 :박완서 산문집 ,지은이: 박완서,현대문학,814.62,문학 > 한국문학 > 수필
9788991481077,(만화)한국사 바로 보기,이현세 만화;권민정 [공]글,녹색지팡이 & 프레스,911,역사 > 아시아(아세아) > 한국
9788982817427,"베로니카, 죽기로 결심하다",파울로 코엘료 지음 ;이상해 옮김,문학동네,879,문학 > 스페인문학 > 포르투갈문학
9788949150246,신기한 스쿨 버스:키즈,조애너 콜 글;브루스 디건 그림,비룡소,400,자연과학 > 자연과학 > 자연과학
9788957365243,어린이 과학 형사대 CSI,글: 고희정 ;그림: 서용남,가나출판사,400,자연과학 > 자연과학 > 자연과학
9788926398258,쿠키런 어드벤처 :쿠키들의 신나는 세계여행,글: 송도수 ;그림: 서정은,서울문화사,980.2,역사 > 지리 > 지리
9788937832611,헝거게임 ,수잔 콜린스 지음 ;이원열 옮김,미래엔컬처그룹,843,문학 > 영미문학 > 소설
9788934926498,식객 4 - 잊을 수 없는 맛,허영만,김영사,594.51,기술과학 > 가정학 및 가정생활 > 식품과 식료
9788936440145,몽실 언니 :권정생 소년소설 ,지은이: 권정생 ;그린이: 이철수,창작과비평사,813.6,문학 > 한국문학 > 소설
9788954637169,(법륜 스님의) 행복 :행복해지고 싶지만 길을 몰라 헤매는 당신에게 ,법륜 지음 ;최승미 그림,문학동네,199.1,"철학 > 윤리학, 도덕철학 > 도덕훈, 교훈"
9788926387511,코믹 메이플 스토리 수학도둑 51 - 국내 최초 수학논술만화,"송도수 (글), 서정 엔터테인먼트 (그림), 여운방 (감수)",서울문화사,410,자연과학 > 수학 > 수학
9788991481046,(만화)한국사 바로 보기,이현세 만화;권민정 [공]글,녹색지팡이 & 프레스,911,역사 > 아시아(아세아) > 한국
9788960511194,"그들이 말하지 않는 23가지 :장하준, 더 나은 자본주의를 말하다 ",장하준 지음 ;안세민 옮김,부키,322.01,사회과학 > 경제학 > 경제정책
9788971842225,봉순이 언니,공지영 지음,푸른숲,813.6,문학 > 한국문학 > 소설
9788991503007,창가의 토토,구로야나기 테츠코 글;김난주 옮김,프로메테우스출판사,833.6,문학 > 일본문학 > 소설
9788957362631,(만화로 보는)중국 신화,"최창륵,김택규 역",가나출판사,219,"종교 > 비교종교학 > 신화, 신화학"
9788993285550,4개의 통장 :평범한 사람이 목돈을 만드는 가장 빠른 시스템 ,고경호 지음,다산북스,327.04,사회과학 > 경제학 > 금융
9788991310100,1리터의 눈물 :불치병과 싸우는 소녀 아야의 일기 ,키토 아야 지음 ;한성례 옮김,이덴슬리벨,836,"문학 > 일본문학 > 일기, 서간, 기행"
9788957574577,제3의 시나리오,김진명 저,랜덤하우스중앙,813.6,문학 > 한국문학 > 소설
9788991643161,뿌리 깊은 나무 :이정명 장편소설 ,이정명,밀리언하우스,813.6,문학 > 한국문학 > 소설
9788949197821,건방이의 건방진 수련기,천효정 글 ;강경수 그림,비룡소,813.7,문학 > 한국문학 > 소설
9788958285557,마당을 나온 암탉 ,황선미 글 ;오돌또기 그림,사계절출판사,813.7,문학 > 한국문학 > 소설
9788950969783,마법천자문 :손오공의 한자 대탐험,"저자: 스튜디오시리얼,정수영",아울북,711.4,"언어 > 한국어 > 음운, 음성, 문자"
9791130604626,이토록 공부가 재미있어지는 순간 :공부에 지친 청소년들을 위한 힐링 에세이 ,박성혁 지음,다산북스,373,"사회과학 > 교육학 > 학습지도, 교육방법"
9788992693615,(KBS 위기탈출) 넘버원,구성: 에듀코믹 ;원 프로덕션,밝은미래,539,"기술과학 > 공학, 공업일반 > 위생, 도시, 환경공학"
9788957365281,어린이 과학 형사대 CSI,글: 고희정 ;그림: 서용남,가나출판사,400,자연과학 > 자연과학 > 자연과학
9788926395950,쿠키런 어드벤처 3 : 파리 - 쿠키들의 신나는 세계여행,"송도수 (글), 서정은 (그림)",서울문화사,980.24,역사 > 지리 > 지리
9788952723925,괴물들이 사는 나라 ,모리스 샌닥 글·그림 ;강무홍 옮김,시공주니어,843,문학 > 영미문학 > 소설
9788956029023,그램그램 영문법 원정대,"지은이: 장영준,김덕영",사회평론,745,언어 > 영어 > 문법
9788972887683,7년 동안의 잠 :박완서 그림동화 ,글: 박완서 ;그림: 김세현,작가정신,813.6,문학 > 한국문학 > 소설
9788937814181,동굴에서 살아남기,코믹컴 글;문정후 그림,대한교과서,400,자연과학 > 자연과학 > 자연과학
9788949150666,마법의 시간여행,메리 폽 어즈번 지음 ;노은정 옮김,비룡소,843,문학 > 영미문학 > 소설
9788934926504,식객 5 - 술의 나라,허영만,김영사,594.51,기술과학 > 가정학 및 가정생활 > 식품과 식료
9788965460404,(KBS 위기탈출) 넘버원,구성: 에듀코믹 ;원 프로덕션,밝은미래,539,"기술과학 > 공학, 공업일반 > 위생, 도시, 환경공학"
9788965590682,윔피 키드,"글, 그림: 제프 키니 ;양진성",푸른날개,843,문학 > 영미문학 > 소설
9788965590743,윔피 키드,"글, 그림: 제프 키니 ;양진성",푸른날개,843,문학 > 영미문학 > 소설
9788964808092,(제로니모의) 환상모험,글: 제로니모 스틸턴 ;이승수,이퍼블릭,883,문학 > 이탈리아문학 > 소설
9788984074835,부자언니 부자특강 :평범한 월급쟁이 부자되는 공식 ,유수진 지음,세종서적,327.04,사회과학 > 경제학 > 금융
9788926395967,쿠키런 어드벤처 4 : 뉴욕 - 쿠키들의 신나는 세계여행,"송도수 (글), 서정은 (그림)",서울문화사,980.24,역사 > 지리 > 지리
9788972596363,리디아의 정원,데이비드 스몰 그림;이복희 옮김,시공사,843,문학 > 영미문학 > 소설
9788926385586,"(코믹 메이플스토리) 수학도둑 :창의사고력 강화, 수리논술력을 키워 주는 스토리텔링 수학의 선구자!",글: 송도수 ;그림: 서정 엔터테인먼트,서울문화사,410,자연과학 > 수학 > 수학
9788936456085,완득이 :김려령 장편소설 ,김려령,창비,813.6,문학 > 한국문학 > 소설
9788937848377,갯벌에서 살아남기,글: 곰돌이 co. ;그림: 한현동,미래엔,400,자연과학 > 자연과학 > 자연과학
9788937899256,내일은 발명왕 :본격 대결 과학발명 만화,글: 곰돌이 co. ;그림: 홍종현,Mirae N 아이세움,507.5,기술과학 > 기술과학 > 연구법 및 교육지도법
9788949111636,겁쟁이 빌리,앤터니 브라운 글·그림;김경미 옮김,비룡소,843,문학 > 영미문학 > 소설
9788930232401,Why? 승자와 패자 ,글: 이근 ;그림: 극동만화연구소,예림당,911,역사 > 아시아(아세아) > 한국
9788950976118,Go go 카카오 프렌즈 :세계 역사 문화 체험 학습만화,글: 김미영 ;그림: 김정한,북이십일,980.2,역사 > 지리 > 지리
9788937848384,갯벌에서 살아남기 =Survival in tidal flat,글: 곰돌이co. ;그림: 한현동,미래엔,400,자연과학 > 자연과학 > 자연과학
9788987721866,길모퉁이 행운돼지,김종렬 글;김숙경 그림,다림,813.8,문학 > 한국문학 > 소설
9788930232517,Why? 왕비이야기 ,글: 이근 ;그림: 극동만화연구소,예림당,911,역사 > 아시아(아세아) > 한국
9788952773487,나는 부동산과 맞벌이한다 :배우자 대신 꼬박꼬박 월급을 가져오는 시스템 만들기 ,너바나 지음,시공사,327.87,사회과학 > 경제학 > 금융
9788990982469,신참자 ,히가시노 게이고 지음 ;김난주 옮김,재인,833.6,문학 > 일본문학 > 소설
9788971969243,가방 들어 주는 아이 ,고정욱 지음 ;백남원 그림,사계절,813.6,문학 > 한국문학 > 소설
9788937814211,남극에서 살아남기,코믹컴 글;문정후 그림,대한교과서,400,자연과학 > 자연과학 > 자연과학
9788937848261,뉴질랜드에서 보물찾기 ,글: 곰돌이 co. ;그림: 강경효,미래엔,963,역사 > 오세아니아(대양주) > 뉴질랜드
9788901130460,"(시골의사 박경철의) 자기혁명 :시대의 지성, 청춘의 멘토 박경철의 독설충고 ",박경철 지음,웅진씽크빅,325.04,사회과학 > 경제학 > 경영관리
9788933870181,어떻게 원하는 것을 얻는가 :13년 연속 와튼스쿨 최고 인기 강의 ,스튜어트 다이아몬드 지음 ;김태훈 옮김,8.0,325.04,사회과학 > 경제학 > 경영관리
9788937840531,곤충 세계에서 살아남기,코믹컴 기획·글;네모 그림,대한교과서,400,자연과학 > 자연과학 > 자연과학
9788930206778,Why? 해부학 ,글: 조영선 ;만화: 이영호,예림당,511,기술과학 > 의학 > 기초의학
9788937810855,"고맙습니다, 선생님",패트리샤 폴라코 글·그림;서애경 옮김 ,대한교과서,843,문학 > 영미문학 > 소설
9788926385777,"(코믹 메이플스토리) 수학도둑 :창의사고력 강화, 수리논술력을 키워 주는 스토리텔링 수학의 선구자!",글: 송도수 ;그림: 서정 엔터테인먼트,서울문화사,410,자연과학 > 수학 > 수학
9788937209475,신의 죽음:김진명 장편소설,김진명,대산출판사,813.6,문학 > 한국문학 > 소설
9788936434243,피프티 피플 :정세랑 장편소설 ,지은이: 정세랑,창비,813.7,문학 > 한국문학 > 소설
9788937812576,시베리아에서 살아남기,코믹컴 글;정준규 그림,대한교과서,400,자연과학 > 자연과학 > 자연과학
9788992525350,"괜찮다, 다 괜찮다 :공지영이 당신께 보내는 위로와 응원 ","공지영,지승호 지음",알마,813.609,문학 > 한국문학 > 소설
9788950905224,설득의 심리학:사람의 마음을 사로잡는 6가지 불변의 법칙,로버트 치알디니 지음;이현우 옮김,북21,181.92,철학 > 심리학 > 각론
9788937838323,내일은 실험왕 :본격 대결 과학실험 만화,"글: 곰돌이 co. ,그림: 홍종현",미래엔,400,자연과학 > 자연과학 > 자연과학
9788954618984,천 번을 흔들려야 어른이 된다 :세상에 첫발을 내디딘 어른아이에게 ,김난도 지음,문학동네,199.5,"철학 > 윤리학, 도덕철학 > 도덕훈, 교훈"
9788965961956,숨결이 바람 될 때 :서른여섯 젊은 의사의 마지막 순간 ,폴 칼라니티 지음 ;이종인 옮김,흐름출판,848,문학 > 영미문학 > 르포르타주 및 기타
9788952784933,78층 나무 집 ,앤디 그리피스 글 ;신수진 옮김,시공사,843,문학 > 영미문학 > 소설
9788937848278,이탈리아에서 보물찾기,글: 곰돌이 co. ;그림: 강경효,미래엔,928,역사 > 유럽(구라파) > 이탈리아
9788957365793,(EBS 다큐프라임) 자본주의 ,EBS MEDIA 기획 ;EBS <자본주의> 제작팀 지음,가나문화콘텐츠,322.01,사회과학 > 경제학 > 경제정책
9788932908694,신 :베르나르 베르베르 장편소설,베르나르 베르베르 [지음] ;이세욱 옮김,열린책들,863,문학 > 프랑스문학 > 소설
9788957365311,어린이 과학 형사대 CSI,글: 고희정 ;그림: 서용남,가나출판사,400,자연과학 > 자연과학 > 자연과학
9788936434144,투명인간 :성석제 장편소설 ,지은이: 성석제,창비,813.7,문학 > 한국문학 > 소설
9791188874385,(설민석의) 한국사 대모험,"글: 설민석,그림: 정현희",휴먼큐브,911,역사 > 아시아(아세아) > 한국
9788973818594,도쿄타워=Tokyo tower,에쿠니 가오리 지음;신유희 옮김,소담출판사,833.6,문학 > 일본문학 > 소설
9788934977841,호모 데우스 :미래의 역사 ,지은이: 유발 하라리 ;옮긴이: 김명주,김영사,331.544,"사회과학 > 사회학, 사회문제 > 사회학"
9788995688991,생각의 탄생,"로버트 루트번스타인,박종성 옮김",에코의서재,181.53,철학 > 심리학 > 각론
9788995688908,스키너의 심리상자 열기:세상을 뒤바꾼 위대한 심리 실험 10장면,로렌 슬레이터 지음;조증열 옮김,에코의서재,180.733,철학 > 심리학 > 심리학
9788958288053,귀신 선생님과 진짜 아이들 ,남동윤 만화,사계절,810,문학 > 한국문학 > 한국문학
9788982812460,외딴방:신경숙 장편소설,신경숙 지음,문학동네,813.6,문학 > 한국문학 > 소설
9788954651820,내게 무해한 사람 :최은영 소설 ,지은이: 최은영,문학동네,813.7,문학 > 한국문학 > 소설
9788986621723,동강의 아이들 ,글·그림: 김재홍,길벗어린이,813.7,문학 > 한국문학 > 소설
9788937838330,내일은 실험왕 :본격 대결 과학실험 만화,"글: 곰돌이 co. ,그림: 홍종현",미래엔,400,자연과학 > 자연과학 > 자연과학
9788943308827,(오늘의 일기) 학교 가는 날 ,글: 송언 ;그림: 김동수,보림출판사,816.7,"문학 > 한국문학 > 일기, 서간, 기행"
9788988027400,죽은 시인의 사회,톰 슐만 지음;한은주 옮김,서교출판사,843,문학 > 영미문학 > 소설
9788990982513,한여름의 방정식 ,지은이: 히가시노 게이고 ;옮긴이: 이혁재,재인,833.6,문학 > 일본문학 > 소설
9788937847974,인체에서 살아남기,글: 곰돌이 co. ;그림: 한현동,미래엔 컬처그룹,400,자연과학 > 자연과학 > 자연과학
9788990611734,내가 조금 불편하면 세상은 초록이 돼요 :지구를 지키는 어린이들의 환경 실천법 50 ,김소희 글 ;정은희 그림,토토북,539,"기술과학 > 공학, 공업일반 > 위생, 도시, 환경공학"
9788950977405,Go go 카카오 프렌즈 :세계 역사 문화 체험 학습만화,글: 김미영 ;그림: 김정한,북이십일,980.2,역사 > 지리 > 지리
9788958284055,눈물바다 ,서현 글·그림,사계절출판사,813.6,문학 > 한국문학 > 소설
9788960861510,꼴,허영만 글·그림,위즈덤하우스,188.1,"철학 > 심리학 > 상법, 운명판단"
9788937883064,심해에서 살아남기 ,글: 곰돌이 co. ;그림: 한현동,미래엔,400,자연과학 > 자연과학 > 자연과학
9788949150635,마법의 시간여행,메리 폽 어즈번 지음 ;노은정 옮김,비룡소,843,문학 > 영미문학 > 소설
9788954617628,너의 목소리가 들려 :김영하 장편소설 ,지은이: 김영하,문학동네,813.7,문학 > 한국문학 > 소설
9791164062270,(이상한 과자 가게) 전천당,히로시마 레이코 글 ;김정화 옮김,길벗스쿨,833.6,문학 > 일본문학 > 소설
9788994013503,내가 알고 있는 걸 당신도 알게 된다면 :전세계가 주목한 코넬대학교의 인류 유산 프로젝트 ,칼 필레머 지음 ;박여진 옮김,토네이도미디어그룹,331.23,"사회과학 > 사회학, 사회문제 > 사회학"
9788973378319,한강:趙廷來 大河小說,趙廷來,해냄출판사,813.6,문학 > 한국문학 > 소설
9788956029047,그램그램 영문법 원정대,"지은이: 장영준,김덕영",사회평론,745,언어 > 영어 > 문법
9788972754299,유성의 인연 :히가시노 게이고 장편소설,히가시노 게이고 [지음] ;양윤옥 옮김,현대문학,833.6,문학 > 일본문학 > 소설
9788964800300,(제로니모의) 환상모험,글: 제로니모 스틸턴 ;이승수,이퍼블릭,883,문학 > 이탈리아문학 > 소설
9791162205624,놓지 마 과학! 7 - 정신이 모험에 정신 놓다,신태훈|나승훈,위즈덤하우스,400,자연과학 > 자연과학 > 자연과학
9788949190846,마법의 시간여행,메리 폽 어즈번 지음 ;노은정 옮김,비룡소,843,문학 > 영미문학 > 소설
9791157841110,미라클모닝 :당신의 하루를 바꾸는 기적 아침 6분이면 충분하다 ,할 엘로드 지음 ;김현수 옮김,한빛비즈,199.1,"철학 > 윤리학, 도덕철학 > 도덕훈, 교훈"
9788973373970,한강 :趙廷來 大河小說 ,저자: 조정래,해냄,813.62,문학 > 한국문학 > 소설
9788983892812,(10원으로 배우는)경제이야기,미셀 르뒤크;조용희 옮김,영교출판,320,사회과학 > 경제학 > 경제학
9788937838347,내일은 실험왕 :본격 대결 과학실험 만화,"글: 곰돌이 co. ,그림: 홍종현",미래엔,400,자연과학 > 자연과학 > 자연과학
9788949150659,마법의 시간여행,메리 폽 어즈번 지음 ;노은정 옮김,비룡소,843,문학 > 영미문학 > 소설
9788937209369,(김진명 장편소설)도박사,김진명 지음,대산출판사,813.6,문학 > 한국문학 > 소설
9788949110486,고릴라,앤서니 브라운,비룡소,808.9,"문학 > 문학 > 전집, 총서"
9788934915072,(21세기)먼나라 이웃나라,이원복 글·그림,김영사,909,"역사 > 역사 > 세계사, 세계문화사"
9788937848018,인체에서 살아남기,글: 곰돌이 co. ;그림: 한현동,미래엔 컬처그룹,400,자연과학 > 자연과학 > 자연과학
9788934926603,식객 15 - 돼지고기 열전,허영만,김영사,594.51,기술과학 > 가정학 및 가정생활 > 식품과 식료
9788970129815,파친코 :이민진 장편소설,이민진 지음 ;이미정 옮김,문학사상,843.6,문학 > 영미문학 > 소설
9788959246441,살수,김진명 지음,랜덤하우스중앙,813.6,문학 > 한국문학 > 소설
9788925518657,회랑정回廊亭 살인사건 :히가시노 게이고 장편소설 ,히가시노 게이고 지음 ;임경화 옮김,랜덤하우스코리아,833.6,문학 > 일본문학 > 소설
9788995816769,"지금 사랑하지 않는 자, 모두 유죄 :노희경 에세이 ",저자: 노희경,헤르메스미디어,814.6,문학 > 한국문학 > 수필
9791185952987,(비울수록 사람을 더 채우는) 말그릇 ,김윤나 지음,카시오페아,189.2,철학 > 심리학 > 응용심리학 일반
9788955616477,심플하게 산다 ,도미니크 로로 지음 ;김성희 옮김,바다출판사,864,문학 > 프랑스문학 > 수필
9788949150673,마법의 시간여행,메리 폽 어즈번 지음 ;노은정 옮김,비룡소,843,문학 > 영미문학 > 소설
9788957070024,(청소년)토지:박경리 대하소설,박경리 지음;토지문학연구회 엮음,이룸,813.6,문학 > 한국문학 > 소설
9788953294103,(코믹 메이플스토리) 수학도둑 :사고력과 이해력을 향상시켜 주는 국내 최초 수학논술만화,글: 송도수 ;서정 엔터테인먼트,서울문화사,410,자연과학 > 수학 > 수학
9788937812552,초원에서 살아남기,코믹컴 글;정준규 그림,대한교과서,400,자연과학 > 자연과학 > 자연과학
9788992037198,킹 메이커:김진명 장편소설,김진명,for book,813.6,문학 > 한국문학 > 소설
9791160486735,완벽한 공부법 :모든 공부의 최고 지침서 ,"고영성,신영준 지음",Rok Media(로크미디어),373.4,"사회과학 > 교육학 > 학습지도, 교육방법"
9788973813704,냉정과 열정 사이:Blu,츠지 히토나리 지음;양억관 옮김,소담출판사,833.6,문학 > 일본문학 > 소설
9788930202435,Why? 공룡 ,글: 이항선 ;만화: 송회석,예림당,457,자연과학 > 지학 > 고생물학(화석학)
9788926387054,쿠키런 어드벤처 :쿠키들의 신나는 세계여행,글: 송도수 ;그림: 서정은,서울문화사,980.2,역사 > 지리 > 지리
9788934971634,이게 정말 나일까? ,요시타케 신스케 글·그림 ;김소연 옮김,김영사,833.6,문학 > 일본문학 > 소설
9788949150710,마법의 시간여행,메리 폽 어즈번 지음 ;노은정 옮김,비룡소,843,문학 > 영미문학 > 소설
9788959777273,엄마~ 5분만~ ,노경실 글 ;최정인 그림,좋은책신사고 좋은책어린이,813.6,문학 > 한국문학 > 소설
9788930200936,Why? 일본 ,글: 전재운 ;그림: 최병국,예림당,909,"역사 > 역사 > 세계사, 세계문화사"
9788949123141,가시고백 :김려령 장편소설 ,지은이: 김려령,비룡소,813.7,문학 > 한국문학 > 소설
9788901047904,우리 엄마,앤서니 브라운 글·그림;허은미 옮김,웅진씽크빅,843,문학 > 영미문학 > 소설
9788937450525,(이문열 평역)三國志,나관중 지음;이문열 옮김,민음사,823.5,문학 > 중국문학 > 소설
9788936430443,삼국지,나관중 지음 ;황석영 옮김,창비,823.5,문학 > 중국문학 > 소설
9788930200929,Why? 미국 ,글: 남춘자 ;그림: 크레파스,예림당,909,"역사 > 역사 > 세계사, 세계문화사"
9788950971946,마법천자문 :손오공의 한자 대탐험,"저자: 스튜디오시리얼,정수영",아울북,711.4,"언어 > 한국어 > 음운, 음성, 문자"
9788973377961,(趙廷來 大河小說) 太白山脈,趙廷來,해냄출판사,813.6,문학 > 한국문학 > 소설
9788992693004,(KBS 위기탈출) 넘버원,구성: 에듀코믹 ;원 프로덕션,밝은미래,539,"기술과학 > 공학, 공업일반 > 위생, 도시, 환경공학"
9788901054889,경제학 콘서트,팀 하포드 지음;김명철 옮김,웅진씽크빅,320.4,사회과학 > 경제학 > 경제학
9788954609647,너는 모른다 :정이현 장편소설 ,지은이: 정이현,문학동네,813.7,문학 > 한국문학 > 소설
9788935657124,엄마 마중,이태준 글;김동성 그림,한길사,813.6,문학 > 한국문학 > 소설
9788937837784,윔피 키드,제프 키니 글·그림 ;지혜연 옮김,미래엔,843,문학 > 영미문학 > 소설
9788984056725,인생이 빛나는 정리의 마법 ,곤도 마리에 지음 ;홍성민 옮김,더난콘텐츠그룹,595.4,기술과학 > 가정학 및 가정생활 > 주택관리 및 가정설비
9788964355220,용선생의 시끌벅적 한국사,그림: 이우일,사회평론,911,역사 > 아시아(아세아) > 한국
9788949150680,마법의 시간여행,메리 폽 어즈번 지음 ;노은정 옮김,비룡소,843,문학 > 영미문학 > 소설
9788926387764,쿠키런 어드벤처 :쿠키들의 신나는 세계여행,글: 송도수 ;그림: 서정은,서울문화사,980.2,역사 > 지리 > 지리
9788957574584,제3의 시나리오,김진명 저,랜덤하우스중앙,813.6,문학 > 한국문학 > 소설
9788965590972,윔피 키드,"글, 그림: 제프 키니 ;양진성",푸른날개,843,문학 > 영미문학 > 소설
9788991239739,너무 친한 친구들 ,넬레 노이하우스 지음 ;김진아 옮김,북로드,853,문학 > 독일문학 > 소설
9788937837531,내일은 발명왕 :본격 대결 과학발명 만화,글: 곰돌이 co. ;그림: 홍종현,Mirae N 아이세움,507.5,기술과학 > 기술과학 > 연구법 및 교육지도법
9788926397787,쿠키런 어드벤처 6 : 아테네 - 쿠키들의 신나는 세계여행,"송도수 (글), 서정은 (그림)",서울문화사,980.24,역사 > 지리 > 지리
9788959750221,벚꽃 지는 계절에 그대를 그리워하네,우타노 쇼고 지음;김성기 옮김,한스미디어,833.6,문학 > 일본문학 > 소설
9788957365373,어린이 과학 형사대 CSI,글: 고희정 ;그림: 서용남,가나출판사,400,자연과학 > 자연과학 > 자연과학
9788930202497,Why? 똥 ,글: 허순봉 ;만화: 송회석,예림당,511,기술과학 > 의학 > 기초의학
